imagem,fator_luminancia,deteccoes_validas,confianca_media
DSCN7622.JPG,0.7,7,0.7833
DSCN7622.JPG,0.8,7,0.7803
DSCN7622.JPG,0.9,7,0.7507
DSCN7622.JPG,1.0,6,0.8078
DSCN7622.JPG,1.1,6,0.8057
DSCN7622.JPG,1.2,6,0.8151
DSCN7622.JPG,1.3,6,0.7919
DSCN7622.JPG,1.4,6,0.7648
DSCN7622.JPG,1.5,8,0.6051
DSCN7622.JPG,0.1,4,0.6034
DSCN7622.JPG,0.2,8,0.6223
DSCN7622.JPG,0.3,7,0.7485
DSCN7622.JPG,0.4,7,0.7747
DSCN7622.JPG,0.5,7,0.785
DSCN7622.JPG,0.6,7,0.7853
