imagem,fator_luminancia,deteccoes_validas,confianca_media
imagem_web_3.jpg,1.5,7,0.7381
imagem_web_4.jpg,0.1,9,0.6259
imagem_web_4.jpg,0.2,9,0.6303
imagem_web_4.jpg,0.3,9,0.6291
imagem_web_4.jpg,0.4,10,0.622
imagem_web_4.jpg,0.5,11,0.6037
imagem_web_4.jpg,0.6,11,0.6166
imagem_web_4.jpg,0.7,11,0.6159
imagem_web_4.jpg,0.8,11,0.601
imagem_web_4.jpg,0.9,11,0.6083
imagem_web_4.jpg,1.0,11,0.6091
imagem_web_4.jpg,1.1,10,0.632
imagem_web_4.jpg,1.2,11,0.5948
imagem_web_4.jpg,1.3,10,0.6284
imagem_web_4.jpg,1.4,10,0.6242
imagem_web_4.jpg,1.5,10,0.6085
imagem_web_4.jpg,0.1,9,0.6259
imagem_web_4.jpg,0.2,9,0.6303
imagem_web_4.jpg,0.3,9,0.6291
imagem_web_4.jpg,0.4,10,0.622
imagem_web_4.jpg,0.5,11,0.6037
imagem_web_4.jpg,0.6,11,0.6166
imagem_web_4.jpg,0.7,11,0.6159
imagem_web_4.jpg,0.8,11,0.601
imagem_web_4.jpg,0.9,11,0.6083
imagem_web_4.jpg,1.0,11,0.6091
imagem_web_4.jpg,1.1,10,0.632
imagem_web_4.jpg,1.2,11,0.5948
imagem_web_4.jpg,1.3,10,0.6284
imagem_web_4.jpg,1.4,10,0.6242
imagem_web_4.jpg,1.5,10,0.6085
imagem_web_5.jpg,0.1,2,0.8847
imagem_web_5.jpg,0.2,2,0.9059
imagem_web_5.jpg,0.3,2,0.9069
imagem_web_5.jpg,0.4,2,0.9097
imagem_web_5.jpg,0.5,2,0.9093
imagem_web_5.jpg,0.6,2,0.9068
imagem_web_5.jpg,0.7,2,0.9044
imagem_web_5.jpg,0.8,2,0.9006
imagem_web_5.jpg,0.9,2,0.898
imagem_web_5.jpg,1.0,2,0.8949
imagem_web_5.jpg,1.1,2,0.8791
imagem_web_5.jpg,1.2,2,0.8637
imagem_web_5.jpg,1.3,2,0.8631
imagem_web_5.jpg,1.4,2,0.8642
imagem_web_5.jpg,1.5,2,0.8697
imagem_web_5.jpg,0.1,2,0.8847
imagem_web_5.jpg,0.2,2,0.9059
imagem_web_5.jpg,0.3,2,0.9069
imagem_web_5.jpg,0.4,2,0.9097
imagem_web_5.jpg,0.5,2,0.9093
imagem_web_5.jpg,0.6,2,0.9068
imagem_web_5.jpg,0.7,2,0.9044
imagem_web_5.jpg,0.8,2,0.9006
imagem_web_5.jpg,0.9,2,0.898
imagem_web_5.jpg,1.0,2,0.8949
imagem_web_5.jpg,1.1,2,0.8791
imagem_web_5.jpg,1.2,2,0.8637
imagem_web_5.jpg,1.3,2,0.8631
imagem_web_5.jpg,1.4,2,0.8642
imagem_web_5.jpg,1.5,2,0.8697
imagem_web_6.jpeg,0.1,0,0.0
imagem_web_6.jpeg,0.2,0,0.0
imagem_web_6.jpeg,0.3,0,0.0
imagem_web_6.jpeg,0.4,0,0.0
imagem_web_6.jpeg,0.5,0,0.0
imagem_web_6.jpeg,0.6,0,0.0
imagem_web_6.jpeg,0.7,0,0.0
imagem_web_6.jpeg,0.8,0,0.0
imagem_web_6.jpeg,0.9,0,0.0
imagem_web_6.jpeg,1.0,1,0.6899
imagem_web_6.jpeg,1.1,1,0.6884
imagem_web_6.jpeg,1.2,1,0.6883
imagem_web_6.jpeg,1.3,1,0.6844
imagem_web_6.jpeg,1.4,1,0.6773
imagem_web_6.jpeg,1.5,1,0.6666
imagem_web_6.jpeg,0.1,0,0.0
imagem_web_6.jpeg,0.2,0,0.0
imagem_web_6.jpeg,0.3,0,0.0
imagem_web_6.jpeg,0.4,0,0.0
imagem_web_6.jpeg,0.5,0,0.0
imagem_web_6.jpeg,0.6,0,0.0
imagem_web_6.jpeg,0.7,0,0.0
imagem_web_6.jpeg,0.8,0,0.0
imagem_web_6.jpeg,0.9,0,0.0
imagem_web_6.jpeg,1.0,1,0.6899
imagem_web_6.jpeg,1.1,1,0.6884
imagem_web_6.jpeg,1.2,1,0.6883
imagem_web_6.jpeg,1.3,1,0.6844
imagem_web_6.jpeg,1.4,1,0.6773
imagem_web_6.jpeg,1.5,1,0.6666
imagem_web_7.jpg,0.1,1,0.6907
imagem_web_7.jpg,0.2,1,0.6271
imagem_web_7.jpg,0.3,1,0.6319
imagem_web_7.jpg,0.4,1,0.5693
imagem_web_7.jpg,0.5,1,0.5402
imagem_web_7.jpg,0.6,1,0.5542
imagem_web_7.jpg,0.7,1,0.4977
imagem_web_7.jpg,0.8,1,0.5056
imagem_web_7.jpg,0.9,1,0.5188
imagem_web_7.jpg,1.0,1,0.5377
imagem_web_7.jpg,1.1,1,0.3648
imagem_web_7.jpg,1.2,1,0.3
imagem_web_7.jpg,1.3,1,0.3908
imagem_web_7.jpg,1.4,1,0.4207
imagem_web_7.jpg,1.5,1,0.5086
imagem_web_7.jpg,0.1,1,0.6907
imagem_web_7.jpg,0.2,1,0.6271
imagem_web_7.jpg,0.3,1,0.6319
imagem_web_7.jpg,0.4,1,0.5693
imagem_web_7.jpg,0.5,1,0.5402
imagem_web_7.jpg,0.6,1,0.5542
imagem_web_7.jpg,0.7,1,0.4977
imagem_web_7.jpg,0.8,1,0.5056
imagem_web_7.jpg,0.9,1,0.5188
imagem_web_7.jpg,1.0,1,0.5377
imagem_web_7.jpg,1.1,1,0.3648
imagem_web_7.jpg,1.2,1,0.3
imagem_web_7.jpg,1.3,1,0.3908
imagem_web_7.jpg,1.4,1,0.4207
imagem_web_7.jpg,1.5,1,0.5086
imagem_web_8.jpg,0.1,7,0.7583
imagem_web_8.jpg,0.2,7,0.7738
imagem_web_8.jpg,0.3,7,0.7625
imagem_web_8.jpg,0.4,6,0.7382
imagem_web_8.jpg,0.5,6,0.7284
imagem_web_8.jpg,0.6,6,0.7242
imagem_web_8.jpg,0.7,6,0.7183
imagem_web_8.jpg,0.8,6,0.7169
imagem_web_8.jpg,0.9,6,0.713
imagem_web_8.jpg,1.0,6,0.7146
imagem_web_8.jpg,1.1,6,0.7122
imagem_web_8.jpg,1.2,6,0.7195
imagem_web_8.jpg,1.3,8,0.6983
imagem_web_8.jpg,1.4,8,0.6962
imagem_web_8.jpg,1.5,9,0.6391
imagem_web_8.jpg,0.1,7,0.7583
imagem_web_8.jpg,0.2,7,0.7738
imagem_web_8.jpg,0.3,7,0.7625
imagem_web_8.jpg,0.4,6,0.7382
imagem_web_8.jpg,0.5,6,0.7284
imagem_web_8.jpg,0.6,6,0.7242
imagem_web_8.jpg,0.7,6,0.7183
imagem_web_8.jpg,0.8,6,0.7169
imagem_web_8.jpg,0.9,6,0.713
imagem_web_8.jpg,1.0,6,0.7146
imagem_web_8.jpg,1.1,6,0.7122
imagem_web_8.jpg,1.2,6,0.7195
imagem_web_8.jpg,1.3,8,0.6983
imagem_web_8.jpg,1.4,8,0.6962
imagem_web_8.jpg,1.5,9,0.6391
imagem_web_9.jpg,0.1,0,0.0
imagem_web_9.jpg,0.2,0,0.0
imagem_web_9.jpg,0.3,0,0.0
imagem_web_9.jpg,0.4,0,0.0
imagem_web_9.jpg,0.5,0,0.0
imagem_web_9.jpg,0.6,0,0.0
imagem_web_9.jpg,0.7,0,0.0
imagem_web_9.jpg,0.8,0,0.0
imagem_web_9.jpg,0.9,0,0.0
imagem_web_9.jpg,1.0,0,0.0
imagem_web_9.jpg,1.1,0,0.0
imagem_web_9.jpg,1.2,0,0.0
imagem_web_9.jpg,1.3,0,0.0
imagem_web_9.jpg,1.4,0,0.0
imagem_web_9.jpg,1.5,0,0.0
imagem_web_9.jpg,0.1,0,0.0
imagem_web_9.jpg,0.2,0,0.0
imagem_web_9.jpg,0.3,0,0.0
imagem_web_9.jpg,0.4,0,0.0
imagem_web_9.jpg,0.5,0,0.0
imagem_web_9.jpg,0.6,0,0.0
imagem_web_9.jpg,0.7,0,0.0
imagem_web_9.jpg,0.8,0,0.0
imagem_web_9.jpg,0.9,0,0.0
imagem_web_9.jpg,1.0,0,0.0
imagem_web_9.jpg,1.1,0,0.0
imagem_web_9.jpg,1.2,0,0.0
imagem_web_9.jpg,1.3,0,0.0
imagem_web_9.jpg,1.4,0,0.0
imagem_web_9.jpg,1.5,0,0.0
